ID,Long,Lat,Estado,Nombre
1,-112.4461,30.78078,Sonora,Campo El Mexicano
2,-112.1988,30.70926,Sonora,PROFYH
3,-112.7409,30.85437,Sonora,Campo Jesus Armida
4,-112.7224,30.73501,Sonora,Campo San Juan
5,-112.976,30.97734,Sonora,Campo El Tecolote
